Player,Year,Quarter,Min,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,,,
K. Durant,2012,4,1,OKC,23,9,4,5,5,9,3,5,60,1,2,50,2,2,100,1,0,1,1,1,1,0,0,13.7,3,0,4,,,
K. Durant,2012,4,0.5,OKC,23,8,3,5,3,7,3,5,60,1,2,50,0,0,0,1,0,1,0,1,0,0,0,7.2,2,0,0,,,
K. Durant,2011,4,5,OKC,22,7,3,4,9,10,3,8,37.5,0,4,0,4,4,100,0,1,1,1,0,0,0,1,12.7,3,0,-1,,,
K. Durant,2011,4,4,OKC,22,7,3,4,9,9,3,8,37.5,0,4,0,3,3,100,0,1,1,1,0,0,0,1,11.7,3,0,0,,,
K. Durant,2011,4,3,OKC,22,7,3,4,9,7,2,6,33.3,0,3,0,3,3,100,0,1,1,1,0,0,0,1,9.7,3,0,-2,,,
K. Durant,2011,4,2,OKC,22,7,3,4,6,7,2,4,50,0,1,0,3,3,100,0,0,0,1,0,0,0,1,8.5,3,0,-1,,,
K. Durant,2011,4,1,OKC,22,6,2,4,3,2,0,2,0,0,1,0,2,2,100,0,0,0,0,0,0,0,1,2,3,0,-6,,,
K. Durant,2011,4,0.5,OKC,22,5,1,4,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-7,,,
K. Durant,2010,4,5,OKC,21,2,0,2,5,2,0,3,0,0,1,0,2,2,100,0,2,2,0,1,0,0,2,3.4,0,0,3,,,
K. Durant,2010,4,4,OKC,21,2,0,2,4,0,0,2,0,0,1,0,0,0,0,0,2,2,0,1,0,0,2,1.4,0,0,2,,,
K. Durant,2010,4,3,OKC,21,2,0,2,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,0.2,0,0,-3,,,
K. Durant,2010,4,2,OKC,21,2,0,2,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,0.2,0,0,-2,,,
K. Durant,2010,4,1,OKC,21,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1.2,0,0,0,,,
K. Durant,2010,4,0.5,OKC,21,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,
K. Durant,2019,OT1,5,GSW,30,1,0,1,4,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-11,,,
K. Durant,2019,OT1,4,GSW,30,1,0,1,3,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-10,,,
K. Durant,2019,OT1,3,GSW,30,1,0,1,3,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-7,,,
K. Durant,2019,OT1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Durant,2019,OT1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Durant,2019,OT1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Durant,2014,OT1,5,OKC,25,5,1,4,14,10,3,7,42.9,0,3,0,4,6,66.7,1,0,1,0,2,0,0,1,9.2,3,0,-10,,,
K. Durant,2014,OT1,4,OKC,25,5,1,4,10,4,0,4,0,0,3,0,4,6,66.7,0,0,0,0,1,0,0,1,3,3,0,-10,,,
K. Durant,2014,OT1,3,OKC,25,5,1,4,8,4,0,4,0,0,3,0,4,6,66.7,0,0,0,0,1,0,0,1,3,3,0,-10,,,
K. Durant,2014,OT1,2,OKC,25,5,1,4,6,4,0,4,0,0,3,0,4,6,66.7,0,0,0,0,0,0,0,1,4,3,0,-6,,,
K. Durant,2014,OT1,1,OKC,25,4,0,4,3,2,0,4,0,0,3,0,2,4,50,0,0,0,0,0,0,0,1,2,2,0,-7,,,
K. Durant,2014,OT1,0.5,OKC,25,4,0,4,2,1,0,3,0,0,3,0,1,2,50,0,0,0,0,0,0,0,1,1,2,0,-8,,,
K. Durant,2013,OT1,5,OKC,24,1,0,1,4,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-7,,,
K. Durant,2013,OT1,4,OKC,24,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-5,,,
K. Durant,2013,OT1,3,OKC,24,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-3,,,
K. Durant,2013,OT1,2,OKC,24,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-3,,,
K. Durant,2013,OT1,1,OKC,24,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-3,,,
K. Durant,2013,OT1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Durant,2011,OT1,5,OKC,22,3,1,2,6,0,0,3,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,1.7,3,0,-7,,,
K. Durant,2011,OT1,4,OKC,22,2,1,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.5,2,0,-2,,,
K. Durant,2011,OT1,3,OKC,22,2,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,2,0,-2,,,
K. Durant,2011,OT1,2,OKC,22,2,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,2,0,-2,,,
K. Durant,2011,OT1,1,OKC,22,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-4,,,
K. Durant,2011,OT1,0.5,OKC,22,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,,,
K. Durant,2011,OT2,5,OKC,22,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,1,0,1,,,
K. Durant,2011,OT2,4,OKC,22,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
K. Durant,2011,OT2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Durant,2011,OT2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Durant,2011,OT2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Durant,2011,OT2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Harden,2019,4,5,HOU,29,4,1,3,10,4,0,3,0,0,3,0,4,4,100,0,2,2,0,1,0,0,3,5.4,0,0,-2,,,
J. Harden,2019,4,4,HOU,29,4,1,3,7,4,0,2,0,0,2,0,4,4,100,0,1,1,0,1,0,0,3,4.2,0,0,-23,,,
J. Harden,2019,4,3,HOU,29,4,1,3,4,3,0,1,0,0,1,0,3,3,100,0,0,0,0,1,0,0,3,2,0,0,-13,,,
J. Harden,2019,4,2,HOU,29,4,1,3,3,3,0,1,0,0,1,0,3,3,100,0,0,0,0,0,0,0,2,3,0,0,-11,,,
J. Harden,2019,4,1,HOU,29,4,1,3,2,3,0,1,0,0,1,0,3,3,100,0,0,0,0,0,0,0,1,3,0,0,-7,,,
J. Harden,2019,4,0.5,HOU,29,4,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-7,,,
J. Harden,2017,4,5,HOU,27,3,1,2,4,8,1,4,25,1,4,25,5,5,100,0,2,2,0,1,0,0,1,9.4,1,1,-,,,
J. Harden,2017,4,4,HOU,27,3,1,2,4,8,1,4,25,1,4,25,5,5,100,0,2,2,0,1,0,0,1,9.4,1,1,-1,,,
J. Harden,2017,4,3,HOU,27,2,0,2,4,7,1,4,25,1,4,25,4,4,100,0,1,1,0,1,0,0,1,7.2,1,1,-2,,,
J. Harden,2017,4,2,HOU,27,2,0,2,3,7,1,4,25,1,4,25,4,4,100,0,1,1,0,1,0,0,1,7.2,1,1,0,,,
J. Harden,2017,4,1,HOU,27,2,0,2,2,6,1,3,33.3,1,3,33.3,3,3,100,0,0,0,0,1,0,0,1,5,1,1,2,,,
J. Harden,2017,4,0.5,HOU,27,2,0,2,1,2,0,2,0,0,2,0,2,2,100,0,0,0,0,1,0,0,1,1,1,1,0,,,
J. Harden,2016,4,5,HOU,26,1,1,0,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,,,
J. Harden,2016,4,4,HOU,26,1,1,0,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,,,
J. Harden,2016,4,3,HOU,26,1,1,0,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,,,
J. Harden,2016,4,2,HOU,26,1,1,0,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,,,
J. Harden,2016,4,1,HOU,26,1,1,0,0,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,,,
J. Harden,2016,4,0.5,HOU,26,1,1,0,0,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,,
J. Harden,2014,4,5,HOU,24,5,1,4,8,8,1,8,12.5,0,2,0,6,6,100,0,1,1,1,0,0,0,0,10.7,0,0,15,,,
J. Harden,2014,4,4,HOU,24,5,1,4,7,8,1,8,12.5,0,2,0,6,6,100,0,1,1,1,0,0,0,0,10.7,0,0,14,,,
J. Harden,2014,4,3,HOU,24,5,1,4,5,8,1,7,14.3,0,1,0,6,6,100,0,1,1,1,0,0,0,0,10.7,0,0,11,,,
J. Harden,2014,4,2,HOU,24,5,1,4,4,6,0,6,0,0,1,0,6,6,100,0,1,1,1,0,0,0,0,8.7,0,0,10,,,
J. Harden,2014,4,1,HOU,24,5,1,4,2,2,0,6,0,0,1,0,2,2,100,0,1,1,1,0,0,0,0,4.7,0,0,4,,,
J. Harden,2014,4,0.5,HOU,24,5,1,4,2,1,0,5,0,0,1,0,1,1,100,0,1,1,1,0,0,0,0,3.7,0,0,3,,,
J. Harden,2013,4,5,HOU,23,2,0,2,7,9,3,5,60,0,1,0,3,4,75,0,0,0,0,2,0,0,2,7,1,0,0,,,
J. Harden,2013,4,4,HOU,23,2,0,2,5,6,2,3,66.7,0,0,0,2,2,100,0,0,0,0,2,0,0,1,4,1,0,-1,,,
J. Harden,2013,4,3,HOU,23,2,0,2,5,6,2,2,100,0,0,0,2,2,100,0,0,0,0,2,0,0,1,4,1,0,-4,,,
J. Harden,2013,4,2,HOU,23,2,0,2,3,4,1,1,100,0,0,0,2,2,100,0,0,0,0,2,0,0,1,2,1,0,-6,,,
J. Harden,2013,4,1,HOU,23,2,0,2,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,-3,,,
J. Harden,2013,4,0.5,HOU,23,2,0,2,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,-4,,,
J. Harden,2012,4,5,OKC,22,9,4,5,16,4,1,2,50,0,0,0,2,2,100,0,2,2,1,1,1,1,1,12.9,0,0,2,,,
J. Harden,2012,4,4,OKC,22,9,4,5,13,2,1,2,50,0,0,0,0,0,0,0,1,1,1,0,1,1,1,10.7,0,0,2,,,
J. Harden,2012,4,3,OKC,22,9,4,5,12,2,1,2,50,0,0,0,0,0,0,0,1,1,1,0,1,1,1,10.7,0,0,4,,,
J. Harden,2012,4,2,OKC,22,9,4,5,10,2,1,2,50,0,0,0,0,0,0,0,1,1,1,0,1,1,1,10.7,0,0,8,,,
J. Harden,2012,4,1,OKC,22,9,4,5,5,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,,,
J. Harden,2012,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Harden,2011,4,5,OKC,21,5,2,3,4,3,1,1,100,1,1,100,0,0,0,0,1,1,0,0,0,0,1,4.2,0,0,-5,,,
J. Harden,2011,4,4,OKC,21,5,2,3,4,3,1,1,100,1,1,100,0,0,0,0,1,1,0,0,0,0,1,4.2,0,0,-4,,,
J. Harden,2011,4,3,OKC,21,5,2,3,4,3,1,1,100,1,1,100,0,0,0,0,1,1,0,0,0,0,1,4.2,0,0,-4,,,
J. Harden,2011,4,2,OKC,21,5,2,3,3,3,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,1,3,0,0,-4,,,
J. Harden,2011,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Harden,2011,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Harden,2017,OT1,5,HOU,27,1,0,1,4,0,0,3,0,0,3,0,0,0,0,0,0,0,1,1,1,0,1,3.5,1,1,4,,,
J. Harden,2017,OT1,4,HOU,27,1,0,1,3,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,4.5,1,1,4,,,
J. Harden,2017,OT1,3,HOU,27,1,0,1,2,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,4.5,1,1,4,,,
J. Harden,2017,OT1,2,HOU,27,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,
J. Harden,2017,OT1,1,HOU,27,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,
J. Harden,2017,OT1,0.5,HOU,27,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,,,
J. Harden,2014,OT1,5,HOU,24,3,1,2,11,2,1,6,16.7,0,2,0,0,0,0,0,1,1,0,0,0,0,0,3.2,0,0,-3,,,
J. Harden,2014,OT1,4,HOU,24,3,1,2,9,2,1,6,16.7,0,2,0,0,0,0,0,1,1,0,0,0,0,0,3.2,0,0,-3,,,
J. Harden,2014,OT1,3,HOU,24,3,1,2,7,2,1,6,16.7,0,2,0,0,0,0,0,1,1,0,0,0,0,0,3.2,0,0,1,,,
J. Harden,2014,OT1,2,HOU,24,3,1,2,5,2,1,6,16.7,0,2,0,0,0,0,0,1,1,0,0,0,0,0,3.2,0,0,6,,,
J. Harden,2014,OT1,1,HOU,24,3,1,2,3,0,0,4,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,2,,,
J. Harden,2014,OT1,0.5,HOU,24,3,1,2,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
J. Harden,2011,OT2,5,OKC,21,1,1,0,4,3,1,1,100,1,1,100,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,,,
J. Harden,2011,OT2,4,OKC,21,1,1,0,3,3,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,
J. Harden,2011,OT2,3,OKC,21,1,1,0,3,3,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,
J. Harden,2011,OT2,2,OKC,21,1,1,0,2,3,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,
J. Harden,2011,OT2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Harden,2011,OT2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Westbrook,2019,4,5,OKC,30,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,2,2,-6,,,
R. Westbrook,2019,4,4,OKC,30,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,2,2,-6,,,
R. Westbrook,2019,4,3,OKC,30,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,2,2,-6,,,
R. Westbrook,2019,4,2,OKC,30,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,2,2,-3,,,
R. Westbrook,2019,4,1,OKC,30,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,2,2,-3,,,
R. Westbrook,2019,4,0.5,OKC,30,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-5,,,
R. Westbrook,2018,4,5,OKC,29,2,0,2,4,1,0,4,0,0,2,0,1,1,100,1,0,1,2,0,0,0,1,5.2,2,0,-10,,,
R. Westbrook,2018,4,4,OKC,29,2,0,2,3,1,0,4,0,0,2,0,1,1,100,1,0,1,1,0,0,0,1,3.7,2,0,-7,,,
R. Westbrook,2018,4,3,OKC,29,2,0,2,2,1,0,3,0,0,2,0,1,1,100,1,0,1,0,0,0,0,1,2.2,2,0,-8,,,
R. Westbrook,2018,4,2,OKC,29,1,0,1,1,0,0,3,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1.2,1,0,-3,,,
R. Westbrook,2018,4,1,OKC,29,1,0,1,1,0,0,3,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1.2,1,0,-1,,,
R. Westbrook,2018,4,0.5,OKC,29,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,,,
R. Westbrook,2017,4,5,OKC,28,3,1,2,5,4,0,3,0,0,1,0,4,4,100,0,1,1,0,2,0,0,1,3.2,3,3,-18,,,
R. Westbrook,2017,4,4,OKC,28,3,1,2,5,3,0,3,0,0,1,0,3,3,100,0,1,1,0,2,0,0,1,2.2,3,3,-17,,,
R. Westbrook,2017,4,3,OKC,28,3,1,2,3,0,0,2,0,0,1,0,0,0,0,0,1,1,0,2,0,0,1,-0.8,3,3,-14,,,
R. Westbrook,2017,4,2,OKC,28,2,1,1,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,1,-0.8,2,2,-6,,,
R. Westbrook,2017,4,1,OKC,28,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,-5,,,
R. Westbrook,2017,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Westbrook,2016,4,5,OKC,27,4,1,3,10,1,0,7,0,0,3,0,1,1,100,2,1,3,1,6,0,0,1,0.1,3,0,-12,,,
R. Westbrook,2016,4,4,OKC,27,4,1,3,9,1,0,5,0,0,1,0,1,1,100,2,1,3,1,6,0,0,1,0.1,3,0,-7,,,
R. Westbrook,2016,4,3,OKC,27,4,1,3,8,1,0,4,0,0,1,0,1,1,100,2,1,3,1,6,0,0,1,0.1,3,0,-8,,,
R. Westbrook,2016,4,2,OKC,27,4,1,3,6,1,0,2,0,0,1,0,1,1,100,1,1,2,0,6,0,0,1,-2.6,3,0,-11,,,
R. Westbrook,2016,4,1,OKC,27,4,1,3,2,1,0,2,0,0,1,0,1,1,100,1,0,1,0,2,0,0,1,0.2,3,0,-8,,,
R. Westbrook,2016,4,0.5,OKC,27,3,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1.2,2,0,-10,,,
R. Westbrook,2014,4,5,OKC,25,7,2,5,16,20,5,12,41.7,1,6,16.7,9,9,100,1,1,2,0,4,3,0,0,27.4,2,1,-1,,,
R. Westbrook,2014,4,4,OKC,25,7,2,5,16,19,5,12,41.7,1,6,16.7,8,8,100,1,1,2,0,4,3,0,0,26.4,2,1,2,,,
R. Westbrook,2014,4,3,OKC,25,7,2,5,13,15,3,9,33.3,1,5,20,8,8,100,0,1,1,0,2,3,0,0,23.2,2,1,2,,,
R. Westbrook,2014,4,2,OKC,25,7,2,5,11,13,3,8,37.5,1,4,25,6,6,100,0,1,1,0,1,3,0,0,22.2,2,1,8,,,
R. Westbrook,2014,4,1,OKC,25,7,2,5,6,11,2,6,33.3,1,4,25,6,6,100,0,1,1,0,1,2,0,0,17.2,2,1,7,,,
R. Westbrook,2014,4,0.5,OKC,25,7,2,5,3,8,1,3,33.3,0,2,0,6,6,100,0,0,0,0,0,2,0,0,14,2,1,8,,,
R. Westbrook,2013,4,5,OKC,24,1,1,0,2,2,0,1,0,0,0,0,2,2,100,0,0,0,1,0,0,0,0,3.5,0,0,-1,,,
R. Westbrook,2013,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Westbrook,2013,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Westbrook,2013,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Westbrook,2013,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Westbrook,2013,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Westbrook,2012,4,5,OKC,23,9,4,5,16,2,1,6,16.7,0,1,0,0,0,0,0,2,2,0,1,1,0,4,6.4,0,0,2,,,
R. Westbrook,2012,4,4,OKC,23,9,4,5,13,2,1,6,16.7,0,1,0,0,0,0,0,2,2,0,1,1,0,4,6.4,0,0,2,,,
R. Westbrook,2012,4,3,OKC,23,9,4,5,12,2,1,5,20,0,1,0,0,0,0,0,2,2,0,1,1,0,4,6.4,0,0,4,,,
R. Westbrook,2012,4,2,OKC,23,9,4,5,10,2,1,4,25,0,1,0,0,0,0,0,2,2,0,1,0,0,4,3.4,0,0,8,,,
R. Westbrook,2012,4,1,OKC,23,9,4,5,5,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,0,0,4,1.4,0,0,4,,,
R. Westbrook,2012,4,0.5,OKC,23,8,3,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,,
R. Westbrook,2011,4,5,OKC,22,7,3,4,9,3,0,7,0,0,3,0,3,3,100,0,1,1,1,2,0,0,3,3.7,1,0,-1,,,
R. Westbrook,2011,4,4,OKC,22,7,3,4,9,3,0,7,0,0,3,0,3,3,100,0,1,1,1,2,0,0,3,3.7,1,0,0,,,
R. Westbrook,2011,4,3,OKC,22,7,3,4,9,3,0,7,0,0,3,0,3,3,100,0,1,1,1,2,0,0,3,3.7,1,0,-2,,,
R. Westbrook,2011,4,2,OKC,22,7,3,4,6,3,0,6,0,0,3,0,3,3,100,0,1,1,1,1,0,0,3,4.7,1,0,-1,,,
R. Westbrook,2011,4,1,OKC,22,6,2,4,3,3,0,4,0,0,3,0,3,3,100,0,0,0,0,0,0,0,2,3,1,0,-6,,,
R. Westbrook,2011,4,0.5,OKC,22,5,1,4,2,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-7,,,
R. Westbrook,2010,4,5,OKC,21,2,0,2,5,6,1,4,25,0,1,0,4,4,100,1,0,1,0,0,0,1,0,10.2,0,0,3,,,
R. Westbrook,2010,4,4,OKC,21,2,0,2,4,6,1,3,33.3,0,1,0,4,4,100,1,0,1,0,0,0,1,0,10.2,0,0,,,,
R. Westbrook,2010,4,3,OKC,21,2,0,2,2,1,0,1,0,0,1,0,1,1,100,0,0,0,0,0,0,1,0,4,0,0,-3,,,
R. Westbrook,2010,4,2,OKC,21,2,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,-2,,,
R. Westbrook,2010,4,1,OKC,21,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,,,
R. Westbrook,2010,4,0.5,OKC,21,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
R. Westbrook,2014,OT1,5,OKC,25,5,1,4,14,3,1,10,10,0,3,0,1,3,33.3,2,3,5,3,1,0,0,6,12.5,2,1,-10,,,
R. Westbrook,2014,OT1,4,OKC,25,5,1,4,10,3,1,7,14.3,0,3,0,1,3,33.3,1,2,3,1,0,0,0,5,8.1,2,1,-10,,,
R. Westbrook,2014,OT1,3,OKC,25,5,1,4,8,2,1,6,16.7,0,2,0,0,2,0,1,2,3,1,0,0,0,4,7.1,2,1,-10,,,
R. Westbrook,2014,OT1,2,OKC,25,5,1,4,6,0,0,4,0,0,1,0,0,2,0,1,2,3,1,0,0,0,4,5.1,2,1,-6,,,
