Player,Year,Quarter,Min,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,,,
R. Westbrook,2014,OT1,1,OKC,25,4,0,4,3,0,0,3,0,0,1,0,0,2,0,0,2,2,0,0,0,0,4,2.4,2,1,-7,,,
R. Westbrook,2014,OT1,0.5,OKC,25,4,0,4,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,2,1,-8,,,
R. Westbrook,2011,OT1,5,OKC,22,3,1,2,6,0,0,2,0,0,1,0,0,0,0,0,2,2,1,1,0,0,1,2.9,1,0,-7,,,
R. Westbrook,2011,OT1,4,OKC,22,2,1,1,4,0,0,2,0,0,1,0,0,0,0,0,2,2,1,1,0,0,1,2.9,0,0,-2,,,
R. Westbrook,2011,OT1,3,OKC,22,2,1,1,3,0,0,2,0,0,1,0,0,0,0,0,2,2,1,1,0,0,1,2.9,0,0,-2,,,
R. Westbrook,2011,OT1,2,OKC,22,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2.7,0,0,-2,,,
R. Westbrook,2011,OT1,1,OKC,22,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-4,,,
R. Westbrook,2011,OT1,0.5,OKC,22,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,,,
R. Westbrook,2011,OT2,5,OKC,22,1,1,0,4,6,3,5,60,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.5,0,0,1,,,
R. Westbrook,2011,OT2,4,OKC,22,1,1,0,3,4,2,4,50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.5,0,0,0,,,
R. Westbrook,2011,OT2,3,OKC,22,1,1,0,3,4,2,4,50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.5,0,0,0,,,
R. Westbrook,2011,OT2,2,OKC,22,1,1,0,2,4,2,3,66.7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.5,0,0,0,,,
R. Westbrook,2011,OT2,1,OKC,22,1,1,0,1,2,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,
R. Westbrook,2011,OT2,0.5,OKC,22,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
R. Westbrook,2011,OT3,5,OKC,22,1,1,0,1,2,1,2,50,0,0,0,0,0,0,0,1,1,0,0,1,0,0,6.2,0,0,4,,,
R. Westbrook,2011,OT3,4,OKC,22,1,1,0,0,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,,
R. Westbrook,2011,OT3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Westbrook,2011,OT3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Westbrook,2011,OT3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Westbrook,2011,OT3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Nowitzki,2016,4,5,DAL,38,1,1,0,4,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1.2,0,0,6,,,
D. Nowitzki,2016,4,4,DAL,38,1,1,0,3,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1.2,0,0,2,,,
D. Nowitzki,2016,4,3,DAL,38,1,1,0,3,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1.2,0,0,4,,,
D. Nowitzki,2016,4,2,DAL,38,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
D. Nowitzki,2016,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Nowitzki,2016,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Nowitzki,2014,4,5,DAL,36,4,2,2,10,3,1,6,16.7,0,0,0,1,2,50,2,1,3,1,0,0,0,1,8.1,0,0,-1,,,
D. Nowitzki,2014,4,4,DAL,36,3,1,2,8,2,1,4,25,0,0,0,0,0,0,2,0,2,1,0,0,0,1,5.9,0,0,-5,,,
D. Nowitzki,2014,4,3,DAL,36,3,1,2,6,2,1,3,33.3,0,0,0,0,0,0,1,0,1,1,0,0,0,1,4.7,0,0,0,,,
D. Nowitzki,2014,4,2,DAL,36,2,1,1,4,2,1,2,50,0,0,0,0,0,0,1,0,1,1,0,0,0,1,4.7,0,0,3,,,
D. Nowitzki,2014,4,1,DAL,36,2,1,1,2,2,1,2,50,0,0,0,0,0,0,1,0,1,1,0,0,0,1,4.7,0,0,2,,,
D. Nowitzki,2014,4,0.5,DAL,36,2,1,1,1,2,1,1,100,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3.2,0,0,2,,,
D. Nowitzki,2012,4,5,DAL,34,3,0,3,8,4,0,2,0,0,0,0,4,4,100,0,1,1,0,2,0,0,3,3.2,0,0,-7,,,
D. Nowitzki,2012,4,4,DAL,34,3,0,3,6,4,0,2,0,0,0,0,4,4,100,0,1,1,0,2,0,0,3,3.2,0,0,-5,,,
D. Nowitzki,2012,4,3,DAL,34,3,0,3,4,2,0,1,0,0,0,0,2,2,100,0,1,1,0,1,0,0,2,2.2,0,0,-4,,,
D. Nowitzki,2012,4,2,DAL,34,3,0,3,2,2,0,1,0,0,0,0,2,2,100,0,1,1,0,1,0,0,1,2.2,0,0,-3,,,
D. Nowitzki,2012,4,1,DAL,34,3,0,3,2,2,0,1,0,0,0,0,2,2,100,0,1,1,0,1,0,0,1,2.2,0,0,-4,,,
D. Nowitzki,2012,4,0.5,DAL,34,3,0,3,2,2,0,1,0,0,0,0,2,2,100,0,1,1,0,0,0,0,0,3.2,0,0,-2,,,
D. Nowitzki,2011,4,5,DAL,33,10,7,3,19,34,10,17,58.8,3,4,75,11,11,100,1,3,4,1,2,1,0,0,41.3,4,0,24,,,
D. Nowitzki,2011,4,4,DAL,33,10,7,3,16,30,10,15,66.7,3,4,75,7,7,100,1,3,4,1,2,1,0,0,37.3,4,0,28,,,
D. Nowitzki,2011,4,3,DAL,33,9,6,3,14,26,9,13,69.2,2,3,66.7,6,6,100,0,3,3,0,1,1,0,0,31.6,3,0,23,,,
D. Nowitzki,2011,4,2,DAL,33,8,5,3,10,20,7,9,77.8,2,3,66.7,4,4,100,0,2,2,0,1,1,0,0,24.4,3,0,16,,,
D. Nowitzki,2011,4,1,DAL,33,6,3,3,5,13,4,5,80,1,1,100,4,4,100,0,2,2,0,1,0,0,0,14.4,3,0,9,,,
D. Nowitzki,2011,4,0.5,DAL,33,6,3,3,3,9,2,3,66.7,1,1,100,4,4,100,0,1,1,0,0,0,0,0,10.2,3,0,8,,,
D. Nowitzki,2010,4,5,DAL,32,2,0,2,4,5,1,1,100,0,0,0,3,3,100,0,0,0,0,0,0,0,0,5,1,0,-4,,,
D. Nowitzki,2010,4,4,DAL,32,2,0,2,4,5,1,1,100,0,0,0,3,3,100,0,0,0,0,0,0,0,0,5,1,0,-6,,,
D. Nowitzki,2010,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Nowitzki,2010,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Nowitzki,2010,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Nowitzki,2010,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Nowitzki,2009,4,5,DAL,31,2,1,1,4,6,2,3,66.7,0,1,0,2,2,100,0,0,0,0,1,0,0,0,5,2,0,4,,,
D. Nowitzki,2009,4,4,DAL,31,2,1,1,3,6,2,3,66.7,0,1,0,2,2,100,0,0,0,0,1,0,0,0,5,2,0,4,,,
D. Nowitzki,2009,4,3,DAL,31,2,1,1,2,6,2,3,66.7,0,1,0,2,2,100,0,0,0,0,0,0,0,0,6,2,0,4,,,
D. Nowitzki,2009,4,2,DAL,31,2,1,1,1,4,1,2,50,0,1,0,2,2,100,0,0,0,0,0,0,0,0,4,2,0,4,,,
D. Nowitzki,2009,4,1,DAL,31,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
D. Nowitzki,2009,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Nowitzki,2006,4,5,DAL,28,11,4,7,33,27,5,13,38.5,2,4,50,15,17,88.2,4,8,12,6,3,1,1,7,53.4,7,0,5,,,
D. Nowitzki,2006,4,4,DAL,28,11,4,7,28,23,5,12,41.7,2,4,50,11,13,84.6,3,8,11,5,3,1,1,5,46.7,7,0,2,,,
D. Nowitzki,2006,4,3,DAL,28,11,4,7,23,19,4,10,40,1,2,50,10,12,83.3,3,6,9,4,3,0,1,5,35.8,7,0,3,,,
D. Nowitzki,2006,4,2,DAL,28,11,4,7,17,18,4,10,40,1,2,50,9,11,81.8,3,6,9,3,3,0,1,4,33.3,7,0,7,,,
D. Nowitzki,2006,4,1,DAL,28,11,4,7,11,15,4,9,44.4,1,2,50,6,7,85.7,3,3,6,3,1,0,1,3,28.7,7,0,13,,,
D. Nowitzki,2006,4,0.5,DAL,28,11,4,7,6,13,3,7,42.9,1,2,50,6,7,85.7,3,3,6,1,1,0,1,3,23.7,7,0,8,,,
D. Nowitzki,2005,4,5,DAL,27,5,2,3,7,8,3,4,75,0,0,0,2,2,100,0,0,0,2,0,0,0,0,11,3,0,11,,,
D. Nowitzki,2005,4,4,DAL,27,4,2,2,5,6,3,4,75,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,2,0,12,,,
D. Nowitzki,2005,4,3,DAL,27,4,2,2,5,6,3,4,75,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,2,0,10,,,
D. Nowitzki,2005,4,2,DAL,27,4,2,2,4,4,2,2,100,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,2,0,6,,,
D. Nowitzki,2005,4,1,DAL,27,3,1,2,2,4,2,2,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,2,0,,,,
D. Nowitzki,2005,4,0.5,DAL,27,3,1,2,1,4,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,,,
D. Nowitzki,2004,4,5,DAL,26,3,0,3,9,5,2,5,40,0,0,0,1,1,100,1,3,4,0,0,0,2,1,15.8,3,0,0,,,
D. Nowitzki,2004,4,4,DAL,26,3,0,3,8,5,2,5,40,0,0,0,1,1,100,1,3,4,0,0,0,2,1,15.8,3,0,0,,,
D. Nowitzki,2004,4,3,DAL,26,3,0,3,6,3,1,3,33.3,0,0,0,1,1,100,1,2,3,0,0,0,2,1,12.6,3,0,0,,,
D. Nowitzki,2004,4,2,DAL,26,3,0,3,5,3,1,3,33.3,0,0,0,1,1,100,1,2,3,0,0,0,2,1,12.6,3,0,-1,,,
D. Nowitzki,2004,4,1,DAL,26,3,0,3,3,3,1,2,50,0,0,0,1,1,100,1,0,1,0,0,0,2,0,10.2,3,0,0,,,
D. Nowitzki,2004,4,0.5,DAL,26,3,0,3,1,2,1,2,50,0,0,0,0,0,0,1,0,1,0,0,0,1,0,6.2,3,0,0,,,
D. Nowitzki,2003,4,5,DAL,25,6,4,2,10,7,3,5,60,0,0,0,1,2,50,0,4,4,0,0,0,1,0,14.8,5,0,8,,,
D. Nowitzki,2003,4,4,DAL,25,6,4,2,9,5,2,3,66.7,0,0,0,1,2,50,0,4,4,0,0,0,1,0,12.8,5,0,10,,,
D. Nowitzki,2003,4,3,DAL,25,6,4,2,8,5,2,3,66.7,0,0,0,1,2,50,0,4,4,0,0,0,1,0,12.8,5,0,9,,,
D. Nowitzki,2003,4,2,DAL,25,5,3,2,6,1,0,1,0,0,0,0,1,2,50,0,3,3,0,0,0,1,0,7.6,4,0,4,,,
D. Nowitzki,2003,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Nowitzki,2003,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Nowitzki,2001,4,5,DAL,23,4,2,2,6,3,1,3,33.3,0,1,0,1,1,100,0,1,1,0,1,0,0,0,3.2,2,0,5,,,
D. Nowitzki,2001,4,4,DAL,23,3,2,1,4,0,0,2,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0.2,2,0,1,,,
D. Nowitzki,2001,4,3,DAL,23,3,2,1,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.2,2,0,3,,,
D. Nowitzki,2001,4,2,DAL,23,3,2,1,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.2,2,0,3,,,
D. Nowitzki,2001,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Nowitzki,2001,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Nowitzki,2006,OT1,5,DAL,28,4,3,1,6,4,2,4,50,0,0,0,0,0,0,1,0,1,2,0,0,0,0,8.2,1,0,13,,,
D. Nowitzki,2006,OT1,4,DAL,28,3,2,1,4,4,2,3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,8,,,
D. Nowitzki,2006,OT1,3,DAL,28,1,0,1,2,2,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,,,
D. Nowitzki,2006,OT1,2,DAL,28,1,0,1,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,,
D. Nowitzki,2006,OT1,1,DAL,28,1,0,1,0,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,,,
D. Nowitzki,2006,OT1,0.5,DAL,28,1,0,1,0,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,,,
D. Nowitzki,2005,OT1,5,DAL,27,1,0,1,4,1,0,4,0,0,1,0,1,2,50,0,1,1,0,0,0,0,3,2.2,1,0,-10,,,
D. Nowitzki,2005,OT1,4,DAL,27,1,0,1,3,1,0,2,0,0,1,0,1,2,50,0,1,1,0,0,0,0,3,2.2,1,0,-8,,,
D. Nowitzki,2005,OT1,3,DAL,27,1,0,1,2,1,0,1,0,0,1,0,1,2,50,0,1,1,0,0,0,0,3,2.2,1,0,-11,,,
D. Nowitzki,2005,OT1,2,DAL,27,1,0,1,2,1,0,1,0,0,1,0,1,2,50,0,1,1,0,0,0,0,3,2.2,1,0,-6,,,
D. Nowitzki,2005,OT1,1,DAL,27,1,0,1,1,1,0,1,0,0,1,0,1,2,50,0,1,1,0,0,0,0,2,2.2,1,0,-3,,,
D. Nowitzki,2005,OT1,0.5,DAL,27,1,0,1,1,1,0,1,0,0,1,0,1,2,50,0,1,1,0,0,0,0,2,2.2,1,0,-3,,,
D. Nowitzki,2003,OT1,5,DAL,25,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.2,1,0,6,,,
D. Nowitzki,2003,OT1,4,DAL,25,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.2,1,0,5,,,
D. Nowitzki,2003,OT1,3,DAL,25,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.2,1,0,5,,,
D. Nowitzki,2003,OT1,2,DAL,25,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.2,1,0,0,,,
D. Nowitzki,2003,OT1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Nowitzki,2003,OT1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Nowitzki,2002,OT1,5,DAL,24,1,0,1,5,2,0,2,0,0,0,0,2,2,100,0,0,0,0,1,0,0,1,1,1,0,0,,,
D. Nowitzki,2002,OT1,4,DAL,24,1,0,1,4,2,0,1,0,0,0,0,2,2,100,0,0,0,0,1,0,0,1,1,1,0,2,,,
D. Nowitzki,2002,OT1,3,DAL,24,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,0,-2,,,
D. Nowitzki,2002,OT1,2,DAL,24,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,0,-2,,,
D. Nowitzki,2002,OT1,1,DAL,24,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,,,
D. Nowitzki,2002,OT1,0.5,DAL,24,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,,,
T. Duncan,2016,4,5,SAS,40,2,0,2,4,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2.4,0,0,-7,,,
T. Duncan,2016,4,4,SAS,40,2,0,2,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-5,,,
T. Duncan,2016,4,3,SAS,40,2,0,2,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-3,,,
T. Duncan,2016,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2016,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2016,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2015,4,5,SAS,39,3,1,2,6,6,2,3,66.7,0,0,0,2,2,100,1,0,1,1,0,0,0,1,8.7,3,0,2,,,
T. Duncan,2015,4,4,SAS,39,3,1,2,5,4,1,2,50,0,0,0,2,2,100,1,0,1,1,0,0,0,1,6.7,3,0,-2,,,
T. Duncan,2015,4,3,SAS,39,3,1,2,5,2,0,1,0,0,0,0,2,2,100,0,0,0,1,0,0,0,1,3.5,3,0,0,,,
T. Duncan,2015,4,2,SAS,39,3,1,2,5,2,0,1,0,0,0,0,2,2,100,0,0,0,1,0,0,0,1,3.5,3,0,0,,,
T. Duncan,2015,4,1,SAS,39,3,1,2,3,2,0,1,0,0,0,0,2,2,100,0,0,0,0,0,0,0,1,2,3,0,-4,,,
T. Duncan,2015,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2014,4,5,SAS,38,7,4,3,11,2,1,2,50,0,0,0,0,0,0,0,4,4,1,0,0,0,0,8.3,4,0,11,,,
T. Duncan,2014,4,4,SAS,38,6,3,3,8,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,5.1,3,0,6,,,
T. Duncan,2014,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2014,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2014,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2014,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2013,4,5,SAS,37,5,2,3,11,2,1,7,14.3,0,0,0,0,0,0,2,0,2,1,1,0,0,1,4.9,4,0,3,,,
T. Duncan,2013,4,4,SAS,37,5,2,3,9,0,0,6,0,0,0,0,0,0,0,2,0,2,1,1,0,0,1,2.9,4,0,3,,,
T. Duncan,2013,4,3,SAS,37,5,2,3,7,0,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2.7,4,0,6,,,
T. Duncan,2013,4,2,SAS,37,5,2,3,5,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2.7,4,0,,,,
T. Duncan,2013,4,1,SAS,37,5,2,3,2,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2,4,0,4,,,
T. Duncan,2013,4,0.5,SAS,37,5,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-2,,,
T. Duncan,2012,4,5,SAS,36,3,1,2,4,2,1,1,100,0,0,0,0,0,0,0,1,1,2,0,0,0,0,6.2,2,0,-4,,,
T. Duncan,2012,4,4,SAS,36,3,1,2,3,2,1,1,100,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,2,0,-4,,,
T. Duncan,2012,4,3,SAS,36,2,1,1,2,2,1,1,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5,1,0,-1,,,
T. Duncan,2012,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2012,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2012,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2011,4,5,SAS,35,4,1,3,8,0,0,1,0,0,0,0,0,0,0,2,3,5,2,1,0,0,0,8,4,0,-,,,
T. Duncan,2011,4,4,SAS,35,4,1,3,7,0,0,1,0,0,0,0,0,0,0,2,3,5,2,0,0,0,0,9,4,0,-7,,,
T. Duncan,2011,4,3,SAS,35,3,1,2,5,0,0,1,0,0,0,0,0,0,0,2,2,4,2,0,0,0,0,7.8,3,0,-2,,,
T. Duncan,2011,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2011,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2011,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2008,4,5,SAS,32,5,2,3,9,8,4,5,80,0,0,0,0,0,0,2,2,4,1,1,0,0,0,13.3,5,1,0,,,
T. Duncan,2008,4,4,SAS,32,5,2,3,7,6,3,4,75,0,0,0,0,0,0,2,2,4,1,1,0,0,0,11.3,5,1,0,,,
T. Duncan,2008,4,3,SAS,32,5,2,3,6,4,2,3,66.7,0,0,0,0,0,0,2,2,4,1,1,0,0,0,9.3,5,1,-1,,,
T. Duncan,2008,4,2,SAS,32,4,2,2,4,4,2,3,66.7,0,0,0,0,0,0,2,2,4,0,1,0,0,0,7.8,4,0,,,,
T. Duncan,2008,4,1,SAS,32,3,1,2,3,2,1,2,50,0,0,0,0,0,0,2,1,3,0,0,0,0,0,5.6,3,0,1,,,
T. Duncan,2008,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2007,4,5,SAS,31,6,4,2,7,4,1,1,100,0,0,0,2,2,100,0,2,2,1,0,0,2,1,13.9,6,0,10,,,
T. Duncan,2007,4,4,SAS,31,5,3,2,5,4,1,1,100,0,0,0,2,2,100,0,1,1,0,0,0,2,1,11.2,5,0,8,,,
T. Duncan,2007,4,3,SAS,31,5,3,2,4,4,1,1,100,0,0,0,2,2,100,0,1,1,0,0,0,2,1,11.2,5,0,5,,,
T. Duncan,2007,4,2,SAS,31,4,2,2,3,4,1,1,100,0,0,0,2,2,100,0,1,1,0,0,0,1,1,8.2,4,0,3,,,
T. Duncan,2007,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2007,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2006,4,5,SAS,30,9,5,4,16,15,5,10,50,0,0,0,5,7,71.4,2,2,4,3,0,0,1,2,27.3,7,0,30,,,
T. Duncan,2006,4,4,SAS,30,9,5,4,14,13,4,9,44.4,0,0,0,5,7,71.4,2,1,3,3,0,0,1,1,24.1,7,0,27,,,
T. Duncan,2006,4,3,SAS,30,9,5,4,10,10,3,8,37.5,0,0,0,4,5,80,2,1,3,2,0,0,1,0,19.6,7,0,20,,,
T. Duncan,2006,4,2,SAS,30,6,2,4,7,7,2,5,40,0,0,0,3,4,75,1,1,2,2,0,0,0,0,12.4,6,0,1,,,
T. Duncan,2006,4,1,SAS,30,4,1,3,3,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,4.2,4,0,8,,,
T. Duncan,2006,4,0.5,SAS,30,4,1,3,1,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2.7,4,0,4,,,
T. Duncan,2005,4,5,SAS,29,8,4,4,24,17,6,16,37.5,0,0,0,5,9,55.6,4,4,8,0,1,0,2,0,31.6,6,0,5,,,
T. Duncan,2005,4,4,SAS,29,8,4,4,19,12,4,10,40,0,0,0,4,6,66.7,2,4,6,0,1,0,2,0,24.2,6,0,6,,,
T. Duncan,2005,4,3,SAS,29,8,4,4,15,12,4,8,50,0,0,0,4,6,66.7,2,4,6,0,1,0,2,0,24.2,6,0,6,,,
