Player,Year,Quarter,Min,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,,,
T. Duncan,2005,4,2,SAS,29,7,3,4,9,5,1,5,20,0,0,0,3,4,75,2,2,4,0,1,0,1,0,11.8,6,0,1,,,
T. Duncan,2005,4,1,SAS,29,6,3,3,4,3,1,4,25,0,0,0,1,2,50,1,0,1,0,0,0,1,0,7.2,5,0,1,,,
T. Duncan,2005,4,0.5,SAS,29,5,3,2,2,2,1,3,33.3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.2,4,0,4,,,
T. Duncan,2004,4,5,SAS,28,2,1,1,5,12,6,6,100,0,0,0,0,0,0,0,1,1,1,1,0,0,0,13.7,2,0,11,,,
T. Duncan,2004,4,4,SAS,28,2,1,1,4,8,4,4,100,0,0,0,0,0,0,0,1,1,1,1,0,0,0,9.7,2,0,7,,,
T. Duncan,2004,4,3,SAS,28,2,1,1,2,6,3,3,100,0,0,0,0,0,0,0,1,1,1,1,0,0,0,7.7,2,0,7,,,
T. Duncan,2004,4,2,SAS,28,2,1,1,1,4,2,2,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5.2,2,0,4,,,
T. Duncan,2004,4,1,SAS,28,1,0,1,0,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,,,
T. Duncan,2004,4,0.5,SAS,28,1,0,1,0,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,,,
T. Duncan,2003,4,5,SAS,27,6,0,6,12,11,5,12,41.7,0,0,0,1,4,25,3,1,4,1,2,0,0,1,15.3,5,0,0,,,
T. Duncan,2003,4,4,SAS,27,6,0,6,11,9,4,11,36.4,0,0,0,1,4,25,3,1,4,1,2,0,0,1,13.3,5,0,-6,,,
T. Duncan,2003,4,3,SAS,27,6,0,6,9,9,4,10,40,0,0,0,1,4,25,3,1,4,1,2,0,0,0,13.3,5,0,-2,,,
T. Duncan,2003,4,2,SAS,27,6,0,6,7,7,3,8,37.5,0,0,0,1,4,25,2,1,3,1,2,0,0,0,10.1,5,0,-7,,,
T. Duncan,2003,4,1,SAS,27,6,0,6,4,5,2,6,33.3,0,0,0,1,4,25,2,1,3,0,0,0,0,0,8.6,5,0,-10,,,
T. Duncan,2003,4,0.5,SAS,27,6,0,6,3,5,2,5,40,0,0,0,1,4,25,2,0,2,0,0,0,0,0,7.4,5,0,-11,,,
T. Duncan,2002,4,5,SAS,26,5,0,5,12,0,0,5,0,0,0,0,0,0,0,0,1,1,2,2,2,1,3,11.2,5,0,-24,,,
T. Duncan,2002,4,4,SAS,26,4,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3.5,4,0,-16,,,
T. Duncan,2002,4,3,SAS,26,3,0,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3.5,3,0,-11,,,
T. Duncan,2002,4,2,SAS,26,3,0,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,3,0,-7,,,
T. Duncan,2002,4,1,SAS,26,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,2,0,-4,,,
T. Duncan,2002,4,0.5,SAS,26,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-4,,,
T. Duncan,2001,4,5,SAS,25,4,1,3,8,3,1,1,100,0,0,0,1,2,50,0,2,2,0,1,0,0,3,4.4,4,0,-5,,,
T. Duncan,2001,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2001,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2001,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2001,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2001,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,1999,4,5,SAS,23,5,5,0,9,8,3,4,75,0,1,0,2,3,66.7,0,1,1,3,0,1,0,2,16.7,2,0,28,,,
T. Duncan,1999,4,4,SAS,23,4,4,0,6,5,2,3,66.7,0,1,0,1,2,50,0,0,0,3,0,1,0,2,12.5,2,0,16,,,
T. Duncan,1999,4,3,SAS,23,4,4,0,5,5,2,3,66.7,0,1,0,1,2,50,0,0,0,2,0,1,0,1,11,2,0,17,,,
T. Duncan,1999,4,2,SAS,23,4,4,0,3,2,1,1,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5,2,0,13,,,
T. Duncan,1999,4,1,SAS,23,3,3,0,2,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,,,
T. Duncan,1999,4,0.5,SAS,23,2,2,0,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,,,
T. Duncan,1998,4,5,SAS,22,5,1,4,8,10,4,6,66.7,0,0,0,2,2,100,0,1,1,0,0,0,0,0,11.2,3,0,9,,,
T. Duncan,1998,4,4,SAS,22,4,0,4,7,6,2,4,50,0,0,0,2,2,100,0,1,1,0,0,0,0,0,7.2,2,0,5,,,
T. Duncan,1998,4,3,SAS,22,4,0,4,5,6,2,3,66.7,0,0,0,2,2,100,0,1,1,0,0,0,0,0,7.2,2,0,4,,,
T. Duncan,1998,4,2,SAS,22,3,0,3,4,4,2,3,66.7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5.2,2,0,4,,,
T. Duncan,1998,4,1,SAS,22,3,0,3,2,2,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,,
T. Duncan,1998,4,0.5,SAS,22,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,,,
T. Duncan,2015,OT1,5,SAS,39,1,1,0,2,2,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,,,
T. Duncan,2015,OT1,4,SAS,39,1,1,0,1,2,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,,,
T. Duncan,2015,OT1,3,SAS,39,1,1,0,1,2,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,,,
T. Duncan,2015,OT1,2,SAS,39,1,1,0,0,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,,,
T. Duncan,2015,OT1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2015,OT1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2014,OT1,5,SAS,38,1,1,0,3,5,1,1,100,0,0,0,3,4,75,0,1,1,0,0,0,0,0,6.2,1,0,3,,,
T. Duncan,2014,OT1,4,SAS,38,1,1,0,2,5,1,1,100,0,0,0,3,4,75,0,1,1,0,0,0,0,0,6.2,1,0,3,,,
T. Duncan,2014,OT1,3,SAS,38,1,1,0,1,4,1,1,100,0,0,0,2,2,100,0,1,1,0,0,0,0,0,5.2,1,0,4,,,
T. Duncan,2014,OT1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2014,OT1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2014,OT1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2013,OT1,5,SAS,37,5,3,2,6,8,4,6,66.7,0,0,0,0,0,0,1,1,2,0,0,1,0,0,13.4,4,0,6,,,
T. Duncan,2013,OT1,4,SAS,37,3,2,1,4,2,1,3,33.3,0,0,0,0,0,0,1,1,2,0,0,1,0,0,7.4,2,0,2,,,
T. Duncan,2013,OT1,3,SAS,37,3,2,1,3,2,1,2,50,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.2,2,0,0,,,
T. Duncan,2013,OT1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2013,OT1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2013,OT1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2008,OT1,5,SAS,32,1,1,0,4,3,1,1,100,1,1,100,0,0,0,1,0,1,0,1,0,0,0,3.2,1,0,-6,,,
T. Duncan,2008,OT1,4,SAS,32,1,1,0,3,3,1,1,100,1,1,100,0,0,0,0,0,0,0,1,0,0,0,2,1,0,-6,,,
T. Duncan,2008,OT1,3,SAS,32,1,1,0,2,3,1,1,100,1,1,100,0,0,0,0,0,0,0,1,0,0,0,2,1,0,-4,,,
T. Duncan,2008,OT1,2,SAS,32,1,1,0,1,3,1,1,100,1,1,100,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,,,
T. Duncan,2008,OT1,1,SAS,32,1,1,0,1,3,1,1,100,1,1,100,0,0,0,0,0,0,0,1,0,0,0,2,1,0,3,,,
T. Duncan,2008,OT1,0.5,SAS,32,1,1,0,1,3,1,1,100,1,1,100,0,0,0,0,0,0,0,1,0,0,0,2,1,0,3,,,
T. Duncan,2006,OT1,5,SAS,30,3,1,2,7,1,0,4,0,0,0,0,1,1,100,1,1,2,0,1,1,0,0,5.4,3,0,-12,,,
T. Duncan,2006,OT1,4,SAS,30,3,1,2,5,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,3.2,3,0,-11,,,
T. Duncan,2006,OT1,3,SAS,30,2,0,2,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,2,0,-11,,,
T. Duncan,2006,OT1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2006,OT1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2006,OT1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2005,OT1,5,SAS,29,2,2,0,4,2,1,3,33.3,0,0,0,0,0,0,0,2,2,0,1,0,0,1,3.4,2,0,-1,,,
T. Duncan,2005,OT1,4,SAS,29,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2.4,1,0,-3,,,
T. Duncan,2005,OT1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2005,OT1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2005,OT1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2005,OT1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2003,OT1,5,SAS,27,1,0,1,2,4,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,,,
T. Duncan,2003,OT1,4,SAS,27,1,0,1,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,,,
T. Duncan,2003,OT1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2003,OT1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2003,OT1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Duncan,2003,OT1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2018,4,5,MIA,36,1,0,1,1,5,2,2,100,0,0,0,1,2,50,0,0,0,0,0,0,0,0,5,0,0,-1,,,
D. Wade,2018,4,4,MIA,36,1,0,1,1,5,2,2,100,0,0,0,1,2,50,0,0,0,0,0,0,0,0,5,0,0,-,,,
D. Wade,2018,4,3,MIA,36,1,0,1,1,5,2,2,100,0,0,0,1,2,50,0,0,0,0,0,0,0,0,5,0,0,-1,,,
D. Wade,2018,4,2,MIA,36,1,0,1,1,5,2,2,100,0,0,0,1,2,50,0,0,0,0,0,0,0,0,5,0,0,-,,,
D. Wade,2018,4,1,MIA,36,1,0,1,1,5,2,2,100,0,0,0,1,2,50,0,0,0,0,0,0,0,0,5,0,0,-1,,,
D. Wade,2018,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2016,4,5,MIA,34,7,2,5,15,14,4,8,50,0,0,0,6,6,100,1,3,4,1,2,0,0,2,18.3,1,0,-6,,,
D. Wade,2016,4,4,MIA,34,7,2,5,14,11,4,8,50,0,0,0,3,3,100,1,3,4,1,0,0,0,2,17.3,1,0,-5,,,
D. Wade,2016,4,3,MIA,34,7,2,5,11,10,4,8,50,0,0,0,2,2,100,1,2,3,0,0,0,0,2,13.6,1,0,-9,,,
D. Wade,2016,4,2,MIA,34,7,2,5,9,8,3,5,60,0,0,0,2,2,100,1,1,2,0,0,0,0,2,10.4,1,0,-9,,,
D. Wade,2016,4,1,MIA,34,7,2,5,5,6,3,4,75,0,0,0,0,0,0,1,1,2,0,0,0,0,1,8.4,1,0,-5,,,
D. Wade,2016,4,0.5,MIA,34,6,2,4,2,4,2,3,66.7,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5.2,1,0,-1,,,
D. Wade,2014,4,5,MIA,32,6,4,2,13,0,0,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,2.9,0,0,3,,,
D. Wade,2014,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2014,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2014,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2014,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2014,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2013,4,5,MIA,31,6,2,4,12,2,1,5,20,0,1,0,0,0,0,1,0,1,0,2,0,0,1,1.2,0,0,-3,,,
D. Wade,2013,4,4,MIA,31,6,2,4,10,2,1,4,25,0,1,0,0,0,0,1,0,1,0,1,0,0,1,2.2,0,0,-10,,,
D. Wade,2013,4,3,MIA,31,6,2,4,8,2,1,3,33.3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3.2,0,0,-14,,,
D. Wade,2013,4,2,MIA,31,6,2,4,6,2,1,3,33.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-14,,,
D. Wade,2013,4,1,MIA,31,5,2,3,3,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-7,,,
D. Wade,2013,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2012,4,5,MIA,30,6,2,4,19,10,4,10,40,0,1,0,2,3,66.7,0,4,4,4,1,0,1,1,22.8,0,0,5,,,
D. Wade,2012,4,4,MIA,30,6,2,4,15,8,3,8,37.5,0,1,0,2,3,66.7,0,3,3,3,1,0,0,1,15.1,0,0,3,,,
D. Wade,2012,4,3,MIA,30,6,2,4,12,7,3,8,37.5,0,1,0,1,1,100,0,2,2,2,0,0,0,1,12.4,0,0,3,,,
D. Wade,2012,4,2,MIA,30,5,1,4,8,3,1,5,20,0,1,0,1,1,100,0,1,1,2,0,0,0,1,7.2,0,0,-6,,,
D. Wade,2012,4,1,MIA,30,5,1,4,4,1,0,3,0,0,1,0,1,1,100,0,0,0,1,0,0,0,0,2.5,0,0,-10,,,
D. Wade,2012,4,0.5,MIA,30,5,1,4,2,1,0,2,0,0,1,0,1,1,100,0,0,0,0,0,0,0,0,1,0,0,-4,,,
D. Wade,2011,4,5,MIA,29,10,6,4,20,5,2,7,28.6,0,3,0,1,2,50,0,2,2,1,1,0,1,3,10.9,2,0,13,,,
D. Wade,2011,4,4,MIA,29,9,5,4,17,5,2,7,28.6,0,3,0,1,2,50,0,2,2,1,0,0,1,2,11.9,2,0,10,,,
D. Wade,2011,4,3,MIA,29,9,5,4,15,5,2,7,28.6,0,3,0,1,2,50,0,2,2,1,0,0,0,2,8.9,2,0,7,,,
D. Wade,2011,4,2,MIA,29,8,4,4,9,3,1,4,25,0,2,0,1,2,50,0,1,1,0,0,0,0,1,4.2,1,0,3,,,
D. Wade,2011,4,1,MIA,29,7,4,3,6,3,1,4,25,0,2,0,1,2,50,0,0,0,0,0,0,0,1,3,1,0,1,,,
D. Wade,2011,4,0.5,MIA,29,6,3,3,3,2,1,2,50,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,-4,,,
D. Wade,2010,4,5,MIA,28,1,0,1,4,2,1,2,50,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.5,0,0,7,,,
D. Wade,2010,4,4,MIA,28,1,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0,0,5,,,
D. Wade,2010,4,3,MIA,28,1,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0,0,3,,,
D. Wade,2010,4,2,MIA,28,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0,0,,,,
D. Wade,2010,4,1,MIA,28,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
D. Wade,2010,4,0.5,MIA,28,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
D. Wade,2007,4,5,MIA,25,3,0,3,3,0,0,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.5,1,0,-8,,,
D. Wade,2007,4,4,MIA,25,3,0,3,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.5,1,0,-4,,,
D. Wade,2007,4,3,MIA,25,2,0,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.5,0,0,-2,,,
D. Wade,2007,4,2,MIA,25,2,0,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.5,0,0,-2,,,
D. Wade,2007,4,1,MIA,25,2,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.5,0,0,-2,,,
D. Wade,2007,4,0.5,MIA,25,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,,,
D. Wade,2006,4,5,MIA,24,8,4,4,12,16,7,12,58.3,0,0,0,2,2,100,1,0,1,1,0,0,1,2,21.7,3,0,-1,,,
D. Wade,2006,4,4,MIA,24,5,2,3,9,12,5,10,50,0,0,0,2,2,100,1,0,1,1,0,0,0,2,14.7,2,0,-1,,,
D. Wade,2006,4,3,MIA,24,4,2,2,6,9,4,8,50,0,0,0,1,1,100,1,0,1,1,0,0,0,1,11.7,2,0,2,,,
D. Wade,2006,4,2,MIA,24,4,2,2,5,8,4,8,50,0,0,0,0,0,0,1,0,1,0,0,0,0,1,9.2,2,0,1,,,
D. Wade,2006,4,1,MIA,24,4,2,2,2,2,1,4,25,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3.2,2,0,-2,,,
D. Wade,2006,4,0.5,MIA,24,4,2,2,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,-2,,,
D. Wade,2005,4,5,MIA,23,5,3,2,12,0,0,8,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,6.2,1,0,-6,,,
D. Wade,2005,4,4,MIA,23,5,3,2,10,0,0,5,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,3.2,1,0,-4,,,
D. Wade,2005,4,3,MIA,23,4,2,2,8,0,0,4,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,3.2,1,0,-2,,,
D. Wade,2005,4,2,MIA,23,4,2,2,5,0,0,3,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,3.2,1,0,-4,,,
D. Wade,2005,4,1,MIA,23,3,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,1,0,1,,,
D. Wade,2005,4,0.5,MIA,23,3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.5,1,0,0,,,
D. Wade,2004,4,5,MIA,22,4,2,2,6,5,2,2,100,1,1,100,0,0,0,0,0,0,1,0,0,1,0,9.5,0,0,9,,,
D. Wade,2004,4,4,MIA,22,4,2,2,5,5,2,2,100,1,1,100,0,0,0,0,0,0,1,0,0,1,0,9.5,0,0,5,,,
D. Wade,2004,4,3,MIA,22,4,2,2,4,5,2,2,100,1,1,100,0,0,0,0,0,0,0,0,0,1,0,8,0,0,2,,,
D. Wade,2004,4,2,MIA,22,4,2,2,3,5,2,2,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,,,
D. Wade,2004,4,1,MIA,22,3,2,1,2,5,2,2,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,,,
D. Wade,2004,4,0.5,MIA,22,2,1,1,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,
D. Wade,2003,4,5,MIA,34,3,2,1,4,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-1,,,
D. Wade,2003,4,4,MIA,34,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-1,,,
D. Wade,2003,4,3,MIA,34,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,,,
D. Wade,2003,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2003,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2003,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2013,OT1,5,MIA,31,2,2,0,8,2,1,1,100,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3.7,0,0,2,,,
D. Wade,2013,OT1,4,MIA,31,2,2,0,7,2,1,1,100,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3.7,0,0,4,,,
D. Wade,2013,OT1,3,MIA,31,2,2,0,4,2,1,1,100,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3.7,0,0,6,,,
D. Wade,2013,OT1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2013,OT1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2013,OT1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2012,OT1,5,MIA,30,2,1,1,8,2,1,3,33.3,0,1,0,0,1,0,0,1,1,1,0,0,0,1,4.7,0,0,3,,,
D. Wade,2012,OT1,4,MIA,30,2,1,1,6,2,1,2,50,0,1,0,0,1,0,0,1,1,1,0,0,0,1,4.7,0,0,5,,,
D. Wade,2012,OT1,3,MIA,30,2,1,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,
D. Wade,2012,OT1,2,MIA,30,2,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,
D. Wade,2012,OT1,1,MIA,30,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,,
D. Wade,2012,OT1,0.5,MIA,30,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,,
D. Wade,2011,OT1,5,MIA,29,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,3,,,
D. Wade,2011,OT1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2011,OT1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2011,OT1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2011,OT1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2011,OT1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2006,OT1,5,MIA,24,1,1,0,3,4,1,2,50,0,0,0,2,2,100,0,1,1,0,0,0,0,0,5.2,0,0,7,,,
D. Wade,2006,OT1,4,MIA,24,1,1,0,2,2,0,1,0,0,0,0,2,2,100,0,0,0,0,0,0,0,0,2,0,0,5,,,
D. Wade,2006,OT1,3,MIA,24,1,1,0,2,2,0,1,0,0,0,0,2,2,100,0,0,0,0,0,0,0,0,2,0,0,5,,,
D. Wade,2006,OT1,2,MIA,24,1,1,0,2,2,0,1,0,0,0,0,2,2,100,0,0,0,0,0,0,0,0,2,0,0,3,,,
D. Wade,2006,OT1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Wade,2006,OT1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
